Gene_ID,sp_num,root2tip_variance,tree_legnth,spTr_bipartition,aln_length,average_node_support,Rafflesiaceae_best_compositional_homogeneity_pvalue,stem_raff_branch_len,ancestor_of_stem_raff_bran_len,raff_placement_SHaLRT,raff_placement_UFBP
603,31,0.00678471,4.51552,0.170731707,1221,72.28,89.21,0.258159686,0.017390127,57.6,35
640,30,0.00364506,2.61671,0.170731707,1194,63.39,99.57,0.189185516,0.011711538,32.9,35
711,29,0.00730085,3.29144,0.292682927,3897,70.41,70.46,,,8.9,35
804,30,0.0222504,3.91295,0.268292683,2178,62,53.25,0.437847798,0.017198212,23,35
896,31,0.0072501,3.59573,0.268292683,1359,74.31,75.9,0.286924221,0.013173658,69.5,35
1042,25,0.0267223,3.29291,0.146341463,615,61.48,42.58,0.475818201,0.024554577,35.3,35
1213,31,0.00989118,5.39941,0.317073171,1369,72.45,0.38,0.409841828,2.02E-06,0,35
1287,29,0.00528315,3.24147,0.219512195,1820,64,82.78,0.234211265,0.008308887,12.9,35
1374,33,0.0146,5.10673,0.243902439,717,62.19,43.75,0.331025864,0.024310207,29,35
1444,30,0.0038218,2.9449,0.243902439,1029,65.46,67.98,0.193282691,0.012619958,77.6,35
1448,32,0.00678642,4.32585,0.317073171,1140,69.63,13.37,0.291577127,0.009593224,10.3,35
1612,34,0.0528726,8.90659,0.43902439,1251,72.34,61.82,0.434106906,2.22E-06,0,35
1660,34,0.219512195,,,860,63.31,95.27,0.284174509,0.01118416,59.8,35
1696,33,0.0155866,3.72889,0.292682927,891,69.06,99.94,0.428656618,0.014660319,84.5,35
1743,35,0.341463415,,,1770,73.82,99.99,0.283935147,0.014182476,63.3,35
1766,26,0.024667,2.99368,0.170731707,2628,65.29,0.06,0.488651558,2.31E-06,0,35
1830,23,0.0482994,3.5227,0.12195122,2214,63.77,12.03,0.677581687,2.30E-06,0,35
1934,36,0.243902439,,,491,64.21,94.3,0.490949515,0.01899723,83.2,35
2076,30,0.016686,5.25136,0.146341463,1770,68.34,24.46,0.484637913,0.013002452,56.4,35
2166,36,0.789062,8.23069,0.317073171,1539,71.63,75.56,0.151084332,0.010652119,27.3,35
2168,36,0.292682927,,,860,65.26,44.56,0.493670694,0.009074551,71.5,35
2236,35,0.00858176,4.27776,0.365853659,924,67.94,92.97,0.311432913,0.007482325,79.5,35
2483,32,0.390243902,,,2419,75.87,90.39,0.375539176,0.006095946,87.3,35
2620,29,0.00756732,2.89526,0.170731707,561,63.93,97.14,0.261473643,0.000520244,0,35
2712,14,0.0114045,1.96916,0.097560976,2427,77.38,19.36,0.317398603,0.004509619,18.5,35
2769,38,0.0181946,5.51807,0.341463415,1227,62.32,7.58,0.363968341,0.00412259,66.1,35
2842,32,0.0248647,3.72011,0.219512195,1401,62.7,1.62,0.352069914,0.00432254,45.2,35
2850,31,0.0108965,3.53135,0.268292683,1548,66.77,99.9,0.278051837,0.003937987,71.7,35
3062,38,0.0224233,5.53483,0.43902439,773,72.59,98.9,0.526822104,2.06E-06,0,35
25,26,0.00306715,2.61736,0.292682927,1446,76.96,96.87,,,77.2,34
35,27,0.0150257,4.04726,0.12195122,681,59.36,73.21,0.269191437,0.010868189,82.7,34
57,11,0.0193688,1.7967,0.024390244,7878,50,7.52,,,0,34
62,27,0.0125746,3.30153,0.170731707,1716,78.52,98.71,0.282089623,0.00631854,79.8,34
86,28,2.43709,12.1547,0.219512195,1146,62.88,51.94,0.006933992,0.01244529,83.9,34
118,29,0.00224719,1.9013,0.317073171,1320,72.52,92.51,0.174969288,2.25E-06,0,34
120,28,0.0213384,4.5788,0.195121951,2297,68,87.82,0.485357115,0.023026081,80.8,34
389,28,0.00527787,3.33925,0.219512195,903,65,87.04,0.194456557,0.017078239,72.5,34
391,29,0.0164503,3.79893,0.243902439,888,65.93,48.22,0.245501243,0.012436816,41.8,34
699,30,0.00499857,2.97188,0.195121951,1191,67,81.01,0.230345733,0.005191999,48.8,34
726,25,0.0823235,4.43302,0.195121951,2965,60.08,39.39,0.325741353,0.010757139,73.6,34
803,28,0.00716257,4.22136,0.170731707,1156,68.07,96.76,0.254625775,0.023346437,76.9,34
1021,33,0.243902439,,,1221,69.03,98.15,0.533207174,0.018719333,84.9,34
1476,32,0.0192657,7.16963,0.317073171,3098,66.43,81.73,0.383758528,0.08904225,81.5,34
1532,34,0.0371871,4.50327,0.317073171,1972,68.5,0,0.542636749,0.023836395,88,34
1642,35,0.0183202,5.42301,0.341463415,1369,74.12,42.89,0.389314912,0.014870365,48.8,34
1938,37,0.0186572,5.17011,0.365853659,567,66.92,94.51,0.399624398,0.036512496,88.4,34
1977,36,0.0141388,5.22877,0.341463415,881,66.97,99.54,0.308740386,0.012606772,67.1,34
2068,10,0.0474448,1.14803,0.097560976,2031,70.78,97.86,0.470322115,0.011035595,53.9,34
2123,26,0.0138536,4.479,0.146341463,1502,67.75,82.72,0.438865068,0.036523854,66.5,34
2178,37,0.0260677,6.31292,0.365853659,960,70.37,77.36,0.326254519,0.008505397,67.2,34
2183,36,0.0113295,4.85551,0.341463415,1140,66.38,88.44,0.268446386,0.011570965,41,34
2225,35,0.0288723,4.06356,0.414634146,3855,68.73,69.36,0.001092537,0.002693632,88.3,34
2287,18,0.0191541,2.52521,0.097560976,2253,57.88,82.84,0.342922136,0.003504566,19.1,34
2373,26,0.0131057,3.0517,0.12195122,2872,73.56,12.73,0.334546785,0.003745105,70.2,34
2377,29,0.00673375,3.40099,0.268292683,598,66.37,83.32,0.171933273,0.020086884,82.4,34
2423,39,0.317073171,,,593,65.89,7.65,0.492170228,0.034073941,64.3,34
2540,34,0.0291648,5.37606,0.219512195,3996,71.55,1.64,0.372164857,0.007713387,80,34
2765,10,0.0260743,1.42165,0.073170732,6437,73.56,47.32,0.39755769,0.002546909,83.9,34
2819,35,0.0162572,5.03266,0.292682927,1747,67.79,42.05,0.389321748,0.026251401,74.2,34
2883,40,0.0107863,5.47578,0.341463415,1107,67.63,29.51,0.250198144,0.011883922,0,34
113,23,0.0492242,4.59691,0.195121951,3458,71,0.04,0.652251351,0.003011104,5.6,33
230,29,0.0138663,4.03822,0.219512195,1374,73.33,92.03,0.395109739,7.65E-05,0,33
430,30,0.042384,5.58495,0.219512195,1718,72.32,32.61,0.621383903,0.012286469,33.2,33
516,28,0.00737773,3.03275,0.219512195,1671,69.65,59.84,0.304909787,0.01885914,11.3,33
629,30,0.0368049,5.77558,0.268292683,597,68.86,1.49,0.466014504,0.037051934,41.8,33
636,28,0.00837747,3.66493,0.195121951,1137,60.35,22.58,0.34339806,0.014055636,45.8,33
727,29,0.0113461,4.23729,0.195121951,1817,68.56,18.15,0.272058412,0.010102044,75.8,33
728,31,3.34677,13.841,0.268292683,995,58.52,94.03,0.333459677,0.014360325,74.1,33
810,17,0.0218155,3.27121,0.12195122,2367,71.13,44.26,0.40183121,0.007543272,33.9,33
888,30,0.0138197,4.98347,0.219512195,396,70.43,63.66,0.340068055,0.020974309,31.4,33
1137,33,0.219512195,,,1707,73.19,30.74,0.27589854,0.009612124,6.75,33
1221,29,0.0291694,5.65874,0.243902439,1223,63.67,88.93,0.363881988,0.009009182,69.5,33
1237,30,0.0166615,4.1301,0.268292683,2427,66.46,56.83,0.390593289,0.040167265,79.9,33
1246,32,0.0118406,4.93816,0.268292683,3829,70.9,65.55,0.417182941,0.002488503,0,33
1350,32,0.00899869,5.59852,0.268292683,737,65.8,54.02,0.32899827,0.006511094,0,33
1352,33,0.0335467,5.35309,0.219512195,976,67.88,83.16,0.283078234,0.066230261,90.3,33
1460,32,0.0219439,3.27328,0.268292683,810,56.67,99.15,0.314261696,0.007168236,31.8,33
1539,31,0.0231431,5.10122,0.219512195,1264,68.79,82.94,0.28697607,0.016985508,16.4,33
1654,27,0.0350155,5.42585,0.170731707,1299,68.68,95.47,0.31366567,0.012327716,42.4,33
1686,33,0.014986,5.33684,0.170731707,1017,64.52,48.55,0.416172333,0.034924823,85.4,33
1971,36,0.011839,5.01573,0.317073171,1215,67.41,6.04,0.404590278,0.020726238,71.2,33
2037,26,0.0074624,3.52099,0.146341463,1615,62.75,79.06,0.343012511,0.024236024,58.8,33
2208,37,0.00255995,2.49114,0.365853659,714,65.46,88.92,0.170679862,0.006583036,67.7,33
2455,33,0.00966509,3.3552,0.390243902,1398,73.16,85.74,0.302408352,0.013814183,90.6,33
2472,37,0.00560593,3.61235,0.414634146,1032,70.71,99.32,0.22144425,0.0062949,75.8,33
2847,29,0.0309483,4.34585,0.365853659,2480,74.64,69.11,0.429993678,0.014535865,50.1,33
3033,36,0.00935682,3.49014,0.365853659,1397,72,2.88,0.219694288,0.004761508,44.6,33
40,23,0.00815298,3.7964,0.12195122,1205,60.43,86.15,0.276585946,0.027797421,71.6,32
438,27,0.02243,5.16052,0.146341463,752,59.2,30.84,0.30088384,0.029687069,65.6,32
459,27,0.00555926,3.47209,0.219512195,1299,66.92,33.71,,,53.9,32
634,30,0.0164798,5.71273,0.243902439,1128,69.32,62.74,0.403948076,0.051369618,88.4,32
643,27,0.0215953,3.08136,0.243902439,1899,75.84,46.05,0.423186938,0.001260735,72,32
797,29,0.195121951,,,1668,75.3,16.14,0.353567463,0.00971832,70,32
798,31,0.0290166,7.1255,0.243902439,966,60.33,80.03,0.500785673,0.035135057,75.9,32
937,11,0.0144383,1.60457,0.073170732,1853,60.1,0.36,,,47.9,32
1019,26,0.0255791,4.42462,0.170731707,2890,67.8,0,0.430556355,0.012242124,16.8,32
1072,31,0.0251888,5.5466,0.243902439,1122,65.83,72.87,0.389563377,0.018212861,50.1,32
1109,33,0.0148634,6.07385,0.195121951,1128,61.29,85.14,0.511861647,0.013327951,5.65,32
1258,33,0.00622802,3.39676,0.219512195,1329,61.35,82.91,0.242990654,0.014596668,94.6,32
1388,31,0.011582,4.75117,0.219512195,1053,65.97,92.23,0.354478222,0.008094087,57.9,32
1509,31,0.0254717,3.79367,0.317073171,1993,63.23,6.17,0.376503715,0.015516176,66.5,32
1557,30,0.00797184,3.86787,0.219512195,1893,71.93,78.33,0.354504042,0.002846339,56.3,32
1770,32,0.00583599,3.66797,0.292682927,1356,75.77,73,0.251061501,0.017848587,4.3,32
1828,30,0.00726446,3.59854,0.268292683,1945,67.82,66.43,0.246569911,0.007891855,83.2,32
1852,28,0.268292683,,,1407,72.85,38.16,0.271112886,0.005614923,6.7,32
1935,33,0.0166716,6.19249,0.170731707,417,62.35,22.24,0.284843972,0.022357256,23.1,32
1966,35,0.195121951,,,694,66.03,6.15,0.007108512,0.003577292,64.7,32
1983,36,0.00719826,4.40493,0.292682927,1624,70.85,52.47,0.273565661,0.002926024,78.6,32
2035,35,0.0122015,4.53358,0.341463415,843,72.21,62.22,0.243573502,0.00315688,63.7,32
2239,37,0.007885,3.45503,0.390243902,546,69,83.75,0.223269924,0.013700243,83.5,32
2250,33,0.146341463,,,912,58.68,47.74,0.217506991,0.00330986,79.3,32
2323,28,0.00580241,3.20873,0.195121951,1347,63.38,43.74,0.279639193,0.00535295,78.2,32
2428,37,0.0311213,5.08695,0.292682927,819,68.46,90.66,0.568067187,0.023702929,53.7,32
2581,37,0.0395689,5.74209,0.414634146,1319,71.37,15.28,0.448801849,0.005976306,26.3,32
2625,33,0.0222581,6.67926,0.243902439,1292,67.03,0,,,48.4,32
2806,34,0.292682927,,,1513,62.66,37.49,0.335001092,0.014788056,94.3,32
3026,27,0.00972548,4.30799,0.170731707,1593,69.16,83.95,0.327025684,0.015885136,59.4,32
148,25,0.0127229,5.64217,0.12195122,1204,60.17,62.74,,,30.8,31
247,27,0.0158679,3.87954,0.219512195,879,71.04,89.49,0.426166271,0.014779036,42,31
327,27,0.219512195,,,1310,72.04,5.45,0.847760781,2.99E-06,0,31
410,26,0.0105113,3.89291,0.146341463,634,54,75.59,0.296632735,0.017823313,43.7,31
502,30,0.03408,5.02376,0.195121951,1151,68.46,68.09,0.424641618,0.005645694,76.4,31
670,31,0.0192677,4.67279,0.341463415,1371,71.97,60.49,0.45685707,0.023626258,52.1,31
824,32,0.0163242,5.44482,0.292682927,951,69.2,98.74,0.288972895,0.009664444,36.4,31
1073,34,0.0354464,5.91764,0.341463415,588,67.94,12.03,0.399835774,0.016073866,21.2,31
1107,33,0.0102044,5.17219,0.317073171,1420,72.61,89.25,0.340275359,0.01930417,73,31
1111,33,0.0156836,4.24944,0.317073171,1848,71.77,3.67,0.376196723,0.009723743,29.3,31
1331,23,0.032101,4.89493,0.170731707,2955,71.82,0.16,,,60.1,31
1477,33,0.0172621,4.92785,0.341463415,1304,70.9,8.58,0.509554607,0.00912028,84.2,31
1479,31,0.0316533,4.96373,0.195121951,1382,69.79,91.4,0.296337829,0.004310592,81.1,31
1508,30,0.017227,6.10351,0.146341463,1287,56.11,19.02,0.402716682,0.036918881,65,31
1574,30,0.0125539,3.59818,0.219512195,366,69.28,98.3,0.234775328,0.026267389,72.9,31
1659,35,0.0180886,4.42348,0.268292683,1521,67.82,0,0.436259439,0.013607687,41.2,31
1668,35,0.00307817,3.43367,0.414634146,720,67.79,87.42,0.17539738,0.01417408,44.7,31
1720,30,0.00733184,4.88923,0.219512195,777,68.43,98.95,0.331642671,0.022559677,34.2,31
1879,32,0.195121951,,,1447,62.45,50.25,0.337505546,0.015355969,41.6,31
1885,31,0.00860047,3.47797,0.170731707,654,56.83,64.02,0.229740737,0.007727386,76.4,31
1894,26,0.01701,4.29877,0.268292683,1265,68.08,55,0.472060451,0.017218438,47.4,31
1949,33,0.00474886,3.79627,0.341463415,924,66.65,98.63,,,28.4,31
1992,37,0.00371333,3.30187,0.292682927,846,65.57,40.4,0.214971345,0.002644645,34.2,31
1999,34,0.268292683,,,2637,66.09,36.1,0.280907854,0.012827848,27.6,31
2084,36,0.317073171,,,1928,72.74,98.97,0.349636523,0.003025371,30.8,31
2146,36,0.0533406,7.66163,0.317073171,755,77.03,23.62,0.308384388,0.014792299,60,31
2157,36,0.0158788,5.95282,0.317073171,703,62.47,95.62,0.344654593,0.007161291,3.1,31
2197,25,0.219512195,,,2094,70.83,86.9,0.414856694,0.002293306,75,31
2229,36,0.0190089,4.99061,0.341463415,1012,66.18,70.63,0.372700351,0.005003253,72.7,31
2372,21,0.0204325,3.16933,0.12195122,1016,66.55,92.71,0.422475328,0.013118395,49.8,31
2585,38,0.0100739,4.29294,0.43902439,947,71.5,71.45,0.300342173,0.01456599,68.1,31
2618,34,0.0156802,4.05802,0.365853659,1359,69.75,61.82,,,87.3,31
2901,37,0.00979209,3.61883,0.390243902,666,71.17,63.33,0.305361003,0.008013779,70.9,31
2915,26,0.0098696,3.80044,0.12195122,1287,66,64.05,0.215110801,0.013369827,76.1,31
2932,25,0.0236251,4.26583,0.146341463,1602,64.26,24.87,,,52.1,31
3,29,0.022128,4.44461,0.219512195,1093,60.7,15.09,0.314950604,0.013982599,82.2,30
13,28,0.0299271,5.12891,0.219512195,748,66.08,12.29,0.489508706,0.010690339,40,30
41,27,0.0247249,4.65118,0.195121951,1770,66.6,99.23,0.394394264,0.021208873,67.8,30
116,29,0.00952038,4.69334,0.268292683,1929,66.96,70.96,0.241479224,0.011829638,3.8,30
385,28,0.0043645,3.16147,0.195121951,1242,66.04,33.72,0.279927369,0.004862633,45.6,30
672,31,0.0539265,6.48991,0.170731707,1917,64.03,25.19,0.597367756,0.006570772,6.65,30
717,32,0.00755208,4.76125,0.317073171,2260,74.87,75.04,0.275803785,0.015217032,92.6,30
799,29,0.00712161,3.25222,0.146341463,1794,61.74,95.13,0.297062681,0.003064935,27.4,30
827,30,0.00973613,4.73916,0.170731707,546,63.57,42.99,0.289855674,0.01348149,44.9,30
862,32,0.0271981,6.59899,0.292682927,1184,64.77,74.21,0.630153441,0.009131807,33.4,30
870,33,0.025015,5.23613,0.292682927,1539,68.68,1.08,0.536086571,0.007543177,0,30
1000,26,0.0118453,3.4564,0.170731707,1077,66.5,82.82,0.336083437,0.010565696,26.2,30
1002,28,0.0282132,5.88956,0.317073171,2046,75.73,5.77,0.620917319,0.009776998,75.2,30
1010,30,0.029513,4.29179,0.268292683,1338,69.07,0.01,0.355175889,0.0257774,59.2,30
1076,33,0.0329518,5.7761,0.292682927,980,71.55,27.72,0.567969682,2.13E-06,0,30
1096,33,0.0133213,4.64696,0.317073171,1215,73.26,87.47,0.391042982,0.00996211,58.1,30
1406,31,0.195121951,,,775,61,55.94,0.495635839,0.025573541,70.5,30
1486,31,0.268292683,,,2811,71.62,2.08,0.508147828,0.00400256,61,30
1585,13,0.0824651,2.8858,0.146341463,1764,71,48.95,0.349214282,0.006520639,38.5,30
1625,35,0.0327789,5.56942,0.365853659,1461,66,14.96,0.547563306,0.011434678,86.8,30
1644,36,0.0288641,5.51991,0.414634146,665,64.74,96.41,0.405067589,0.015814245,82,30
1670,36,0.0228595,5.71865,0.414634146,1422,74.47,69.8,0.353601063,0.012351564,72.6,30
1701,36,0.00726699,3.75408,0.390243902,927,70.18,78.64,0.279662657,0.010183224,46,30
1741,34,0.0338323,5.72766,0.292682927,1226,65.7,58.89,0.362848867,0.012397007,44.5,30
1884,26,0.0131242,4.47595,0.170731707,1893,77.36,0.18,0.443420492,0.006292849,39.1,30
2027,32,0.023038,7.18768,0.414634146,1884,78.73,0.07,,,52.6,30
2069,37,0.00574696,3.54265,0.414634146,2850,72.09,47.83,0.234097495,2.68E-06,0,30
2082,31,0.0478135,5.32325,0.268292683,2876,62.38,4.89,0.660259154,0.036167135,58.2,30
2099,31,0.0329993,5.36429,0.317073171,2979,69.59,4.42,0.50463044,0.0002738,0,30
2194,35,0.0132738,3.97849,0.390243902,1137,74,58.66,0.24380369,0.00930233,17.6,30
2448,12,0.025291,1.47676,0.12195122,1271,69.09,6.89,0.359398825,0.018067977,65.8,30
2464,35,0.268292683,,,915,68.5,74.43,0.334841303,0.033802195,93.5,30
2626,26,0.00622804,3.35399,0.170731707,1962,70.25,77.91,0.308534837,0.00312845,73.9,30
2630,38,0.0212598,4.93823,0.463414634,1446,74.47,95.72,0.360392195,2.13E-06,0,30
28,29,0.00710945,4.08074,0.292682927,1704,76.04,61.78,0.286947426,0.002552875,69.2,29
48,27,0.00694167,3.72573,0.195121951,1980,72.96,73.71,0.363974319,0.009111366,74.2,29
106,29,0.0249007,4.80787,0.243902439,795,72.33,96.14,0.383160671,2.51E-06,0,29
191,30,0.00588094,3.91103,0.146341463,1158,63.43,82.69,0.256198995,0.009810764,45.3,29
323,28,0.0131726,5.67787,0.195121951,2595,70.62,96.25,0.450623944,0.007421742,53.2,29
404,30,0.0174063,4.8689,0.243902439,897,72.64,77.89,0.375793755,0.031192411,92,29
439,29,0.12195122,,,947,62.36,71.47,0.442692291,0.020465366,54.2,29
463,31,0.00959566,3.8191,0.317073171,989,70.69,58.07,0.284965339,0.022704204,83.9,29
719,26,0.0413889,4.51279,0.219512195,1288,69.25,36.55,0.753741022,0.03095944,53.9,29
794,29,0.00842585,4.23465,0.170731707,1416,59.15,26.64,,,51.5,29
812,32,0.0143816,5.29576,0.243902439,953,72.2,93.41,0.469396205,0.006052522,0,29
907,32,0.0209409,5.03407,0.341463415,1210,69.93,41.24,0.420091626,0.021708393,83.9,29
1027,23,0.018953,3.15636,0.146341463,2352,69.43,57.6,0.459617972,0.033733303,54.5,29
1036,28,0.0362823,4.44285,0.195121951,1724,66.74,0.07,0.671607205,0.008873201,20.2,29
1071,30,0.0226117,4.28044,0.195121951,711,64.29,91.98,0.335059679,0.003781567,57.5,29
1112,33,0.0161029,4.26499,0.243902439,1300,67.13,99.64,0.441696774,0.008291752,39.1,29
1114,32,0.103458,6.12094,0.195121951,361,51.67,62.82,0.950335757,0.010806082,9.8,29
1148,30,0.0166349,4.7911,0.170731707,1026,58.21,10.08,,,0,29
1151,33,0.0117723,4.12325,0.268292683,1275,69.19,87.37,0.391049125,0.006754026,21.7,29
1487,28,0.0199442,3.59463,0.219512195,1470,72.46,56.06,0.314333711,0.002230373,15,29
1499,29,0.219512195,,,787,63.41,33.88,0.574733049,2.08E-06,0,29
1546,33,0.00686366,3.91303,0.268292683,1348,75.84,91.76,0.268421599,0.007226678,76.9,29
1590,29,0.00732341,3.08567,0.243902439,2179,70.86,92.46,0.223631554,0.003500615,53,29
1765,20,2.90689,9.35444,0.073170732,1509,51.28,34.15,,,26.2,29
1789,27,0.00960007,4.46004,0.12195122,1507,66.4,12.54,0.319841068,0.022853185,66,29
1954,27,0.020595,3.16174,0.146341463,3682,69.56,53.7,0.385371127,0.009120128,25.4,29
1998,13,0.024068,3.54523,0.097560976,1016,70.75,97.13,0.512146918,0.016109659,45.5,29
2113,31,0.0183585,4.38164,0.292682927,1090,71.63,18.72,0.559930479,0.002413232,41.9,29
2304,32,0.0101932,4.57351,0.243902439,1506,73.53,3.96,0.319556302,0.008941754,26.7,29
2364,12,0.00858593,2.26818,0.024390244,2172,58.91,38.53,0.283750476,0.073573977,87.6,29
2422,36,0.00920719,3.95151,0.365853659,2193,69.88,12.17,0.345636432,0.005470174,11.5,29
2558,33,0.038352,5.26645,0.268292683,957,69.56,43.49,0.651634052,2.05E-06,0,29
2563,29,0.0069857,2.81641,0.243902439,1446,66.68,96.85,0.298013252,0.017704138,33.2,29
2652,37,0.011914,3.92217,0.365853659,1485,73,36.41,0.256349666,0.006049499,3.8,29
2657,37,0.0298229,6.76797,0.463414634,1077,68.69,0,0.616220735,2.49E-06,0,29
2720,19,0.0272434,3.29631,0.073170732,1183,59.67,88.74,0.282618695,0.006967132,53.6,29
2814,34,0.0234547,4.58648,0.268292683,1428,66.19,62.86,0.404003309,0.009041934,64.6,29
3006,14,0.0122913,1.79708,0.146341463,1886,65.54,96.15,0.300839079,0.008311703,93.3,29
76,27,0.19895,5.71414,0.243902439,827,67.36,68.03,0.510675026,0.014864027,71.3,28
94,29,0.0192904,4.4387,0.317073171,1515,69.22,4.32,0.426225364,0.014350373,65.3,28
187,29,0.01071,4.11635,0.219512195,1225,67.26,72.45,0.361038647,0.003614779,10.3,28
223,28,0.0110219,3.48985,0.195121951,1047,69.92,59.03,0.355775963,0.003144426,44.8,28
293,20,0.097560976,,,4263,70.44,83.76,0.325636272,0.001972319,0,28
294,26,0.00529081,2.40042,0.243902439,1818,68.88,8.01,0.285727118,0.005575943,42.6,28
424,30,0.00719084,3.91584,0.292682927,1474,69.04,80.04,0.25029119,0.019738053,78.2,28
731,30,0.0241587,5.0272,0.170731707,1067,71.64,63.1,0.367191736,0.035140869,73.6,28
973,30,0.0143184,4.08293,0.243902439,3198,72.57,42.36,0.353420196,0.004470424,18.6,28
1005,19,0.0167191,2.13464,0.146341463,1542,68.82,61.7,0.3178889,0.010006975,14.4,28
1110,33,0.031781,5.37863,0.146341463,819,52.65,58.92,0.288689729,0.015572693,44.6,28
1121,27,0.0236167,3.13795,0.195121951,801,68.28,71.05,0.392065543,0.00660807,30.4,28
1168,32,0.12195122,,,637,63.1,50.31,0.290479823,0.014283526,81.5,28
1176,32,0.268292683,,,1987,69.93,78.81,0.41791564,2.72E-06,0,28
1177,32,0.195121951,,,1821,67.33,87.94,0.220981676,0.010192207,15.3,28
1389,33,0.0190539,6.54647,0.390243902,1252,68.74,95.19,0.432638669,0.026815569,89.5,28
1403,35,0.0191841,5.17193,0.268292683,567,66.25,53.16,0.394174186,0.011750946,7.1,28
1429,31,0.0421051,5.6541,0.243902439,2783,66.7,19.36,0.514920635,0.001221857,0,28
1453,33,0.00703233,3.90361,0.317073171,3387,71.52,83.5,0.285200392,0.008314879,76.7,28
1492,28,0.00885233,4.01314,0.170731707,1728,61.26,38.82,0.256716695,0.025781203,89.2,28
1506,30,0.0080373,4.03107,0.268292683,876,65.75,91,0.209610695,0.009578684,23.4,28
1877,27,0.0123092,4.56646,0.170731707,1991,63.85,94.47,0.392832935,0.001244887,0,28
1904,34,0.0169249,5.0265,0.268292683,930,67.47,46.72,0.422585652,0.018468365,50.4,28
1905,35,0.0270434,5.92665,0.341463415,777,63.15,0,0.470009081,0.021137578,61.1,28
1914,36,0.00945428,4.42334,0.317073171,1053,62.32,71.37,0.317588273,0.005565187,58.5,28
1921,30,0.00927301,3.26753,0.317073171,697,66,73.7,0.312563305,0.003375822,43.9,28
1996,35,0.317073171,,,707,72.42,97.85,0.346381145,0.015012821,19.2,28
2062,11,0.0178458,1.84267,0.097560976,1070,68.6,80.25,0.368882832,0.003934992,30.6,28
2241,34,0.0111392,3.85271,0.292682927,1038,66.78,17.37,0.416924805,0.027457807,45.6,28
2354,31,0.00885925,3.37062,0.219512195,1182,69.97,87.3,0.330835514,0.026738431,64.3,28
2479,36,0.00921117,5.84373,0.390243902,1660,74.74,11.43,0.406313999,0.007435851,5,28
2614,31,0.00748792,3.73499,0.268292683,945,64.17,87.41,0.280831981,0.010875273,70.5,28
2642,33,0.022018,5.27617,0.317073171,926,68.65,0.26,,,65.1,28
2747,39,0.0117569,4.39407,0.414634146,573,63.16,97.29,0.292851514,0.023244077,68.3,28
2968,10,0.016809,1.98643,0.097560976,3435,50.78,8.57,0.428606534,0.009889411,36.5,28
3012,27,0.0306215,6.13293,0.219512195,690,68.12,99.36,0.479990087,0.016093019,30.1,28
3020,26,0.0282625,4.58232,0.170731707,1252,67.21,2.42,0.524227296,0.005485987,56.5,28
16,27,0.00860671,4.111,0.195121951,1393,69.24,49.77,0.280166928,0.012475783,27.4,27
67,28,0.0108195,5.04227,0.243902439,832,73.23,20.48,0.381678963,0.011853982,58.1,27
117,27,0.0222655,4.98521,0.146341463,1288,68.28,98.52,0.469688613,0.012233097,73.9,27
332,27,0.0114637,4.41059,0.170731707,1913,73.88,21.62,0.391227469,0.01195543,38.4,27
345,30,0.170731707,,,2595,60.18,18.62,0.324657947,0.01314442,77.8,27
383,30,0.219512195,,,745,70.93,73.14,0.273766501,0.004894507,72.9,27
442,30,0.0259766,5.17375,0.195121951,1020,70.86,77.44,0.450867788,0.009601407,52.8,27
443,31,0.0288072,4.36559,0.243902439,1158,67.14,58.29,0.358222946,0.003963583,0,27
449,31,0.00809181,3.20762,0.219512195,1572,70.03,58.6,0.276667208,0.003695254,65.5,27
451,32,0.00770441,3.70971,0.219512195,741,65.23,47.81,0.282494334,0.00361684,67.3,27
529,29,0.0220041,4.48743,0.170731707,2056,75.15,17.12,0.500109271,0.008816019,31.6,27
555,29,0.243902439,,,2240,69.89,38.16,0.286361237,0.00979135,15.8,27
658,30,0.0127684,5.35992,0.170731707,785,60.18,47.04,0.420297911,0.015648064,53.6,27
925,32,0.0205103,4.43974,0.268292683,1632,63.63,76.43,0.436566067,0.044547371,84.2,27
1098,30,0.00876723,3.74132,0.170731707,987,67.36,51.4,0.305297256,0.017375092,54.5,27
1117,33,0.0207605,6.36609,0.268292683,705,68,64.7,0.464861661,0.025862541,30.6,27
1146,30,0.170731707,,,1447,69.07,85.24,0.396399554,0.00045481,0,27
1318,30,0.0246118,4.7102,0.292682927,2008,71.36,0.91,0.452567481,0.016778886,82.3,27
1553,30,0.0200027,3.66059,0.268292683,1004,69.83,62.64,0.443719549,0.01495868,76.2,27
1863,34,0.0167115,4.04716,0.341463415,1096,69.97,68.61,0.333081934,0.012377704,54.7,27
2015,24,0.0175165,2.94676,0.219512195,1309,64.36,1.27,0.343820695,0.022145583,90.1,27
2216,38,0.317073171,,,768,67,54.91,0.756347336,0.006427565,25.2,27
2222,23,0.146341463,,,2283,70.29,24.23,0.512060223,0.008375021,71,27
2237,36,0.0158511,4.52664,0.317073171,708,58.59,76.13,0.386997009,0.016467104,31.4,27
2295,36,0.0178194,6.09265,0.341463415,1086,69.69,69.82,0.379462941,0.016680896,67.5,27
2315,32,0.00518876,4.12863,0.243902439,1840,65.29,2.08,0.26976476,0.016077735,80.8,27
2421,28,0.00606334,4.28815,0.268292683,858,76.04,97.19,0.363353272,0.002048932,0,27
